N,M,h2,h2_est
-1,100,0.01,0.01026954417893266
-1,100,0.01,0.010951683452176874
-1,100,0.01,0.011343663267844493
-1,100,0.01,0.01021695173841695
-1,100,0.01,0.00959200058631033
-1,100,0.01,0.009752439636533348
-1,100,0.01,0.010338379007861312
-1,100,0.01,0.009876954583475683
-1,100,0.01,0.010335182154277693
-1,100,0.01,0.009698266690230745
-1,100,0.01,0.00993334489974345
-1,100,0.01,0.00947808217827917
-1,100,0.01,0.009663513234739426
-1,100,0.01,0.010200531891386783
-1,100,0.01,0.010080083510909945
-1,100,0.01,0.011083800144351926
-1,100,0.01,0.010615687323566004
-1,100,0.01,0.00989592017570458
-1,100,0.01,0.009633652359446467
-1,100,0.01,0.00974580245975243
-1,100,0.01,0.01046770602606048
-1,100,0.01,0.011196714747561353
-1,100,0.01,0.010024729234415155
-1,100,0.01,0.010242264133277189
-1,100,0.01,0.00999005391584931
-1,100,0.01,0.010272720940281211
-1,100,0.01,0.010649876403315403
-1,100,0.01,0.008738411855996836
-1,100,0.01,0.00973615636779917
-1,100,0.01,0.010597322815645559
-1,100,0.01,0.009476908719214562
-1,100,0.01,0.009940108516352039
-1,100,0.01,0.010198008080180131
-1,100,0.01,0.009946261214870378
-1,100,0.01,0.009636037863152138
-1,100,0.01,0.009448203878516796
-1,100,0.01,0.010757088309450213
-1,100,0.01,0.009219360336290132
-1,100,0.01,0.009339446103517349
-1,100,0.01,0.010119449646669216
-1,100,0.01,0.010879482566477892
-1,100,0.01,0.009769354470740815
-1,100,0.01,0.009029502425485315
-1,100,0.01,0.009281221989983785
-1,100,0.01,0.009605666459406094
-1,100,0.01,0.009570056745526075
-1,100,0.01,0.008960973889368326
-1,100,0.01,0.010369760001258258
-1,100,0.01,0.00894378394156241
-1,100,0.01,0.009095733223400444
-1,100,0.01,0.010073225619198474
-1,100,0.01,0.010695410894013026
-1,100,0.01,0.009146005186449887
-1,100,0.01,0.010239096693027853
-1,100,0.01,0.009574204466365005
-1,100,0.01,0.010785724635316848
-1,100,0.01,0.010075718863498482
-1,100,0.01,0.009856804946234074
-1,100,0.01,0.010957777984605122
-1,100,0.01,0.010672289671883512
-1,100,0.01,0.009523959503274067
-1,100,0.01,0.009757269485122294
-1,100,0.01,0.008640964982728365
-1,100,0.01,0.008215363374329113
-1,100,0.01,0.009819058049005834
-1,100,0.01,0.010142012861397869
-1,100,0.01,0.010374250687935594
